question,label
하 태백 흐리냐,weather
하 신안 덥니,weather
하 봉화 비오니,weather
하 안산 우산 쓸까,weather
강릉 그럼 비오니,weather
의정부 그면 우산 써야하니,weather
목포 그면 비오냐,weather
화천 ㅋㅋ 덥니,weather
창녕 ㅋㅋ 흐리니,weather
김천 ㅋㅋ 우산 필요하니,weather
곡성 아니 날씨 날씨,weather
삼척 아니 우산 챙겨야 할까,weather
울릉 혹시 날씨 흐리니,weather
장흥 혹시 우산 가져가야하니,weather
서천 혹시 눈 올까,weather
예천 혹시 덥니,weather
부여 혹시 눈 올까,weather
창녕 혹시 날씨 흐리냐,weather
양평 혹시 더울까,weather
의령 혹시 흐리니,weather
거제 혹시 덥니,weather
포천 설마 춥니,weather
태백 설마 우산 필요할까,weather
광양 설마 우산 써야 할까,weather
옥천 설마 맑니,weather
전주 설마 우산 챙길까,weather
고양 설마 눈 오냐,weather
군산 그럼 우산 챙겨야해,weather
홍성 그럼 덥냐,weather
예천 그럼 비 올까,weather
안산 그럼 날씨 덥냐,weather
청주 그럼 눈 오냐,weather
제천 그럼 날씨 어떠냐,weather
금산 그럼 우산 챙길까,weather
청양 그럼 맑냐,weather
상주 그러면 눈 올까,weather
의령 그러면 날씨 더울까,weather
하동 그러면 날씨 추울까,weather
홍성 그러면 우산 써야 할까,weather
목요일 음 음성 눈 올까,weather
내일 음 영동 날씨 어떠냐,weather
목요일 음 철원 날씨 추울까,weather
내일 음 경주 흐리니,weather
목요일 음 철원 우산 가져갈까,weather
내일 음 양구 흐리니,weather
목요일 음 화천 날씨 맑니,weather
목요일 음 함안 날씨 어떠니,weather
목요일 음 영광 흐리냐,weather
목요일 하 고흥 맑을까,weather
목요일 하 원주 우산 필요할까,weather
목요일 하 서천 맑을까,weather
내일 하 여수 더울까,weather
내일 하 진주 날씨 춥니,weather
내일 하 논산 우산 가져갈까,weather
내일 하 의령 비오니,weather
내일 하 태백 흐리냐,weather
내일 하 신안 덥니,weather
내일 하 봉화 비오니,weather
내일 하 안산 우산 쓸까,weather
금요일 강릉 그럼 비오니,weather
금요일 의정부 그면 우산 써야하니,weather
금요일 목포 그면 비오냐,weather
금요일 화천 ㅋㅋ 덥니,weather
금요일 창녕 ㅋㅋ 흐리니,weather
모레 김천 ㅋㅋ 우산 필요하니,weather
모레 곡성 아니 날씨 춥니,weather
모레 삼척 아니 우산 챙겨야 할까,weather
모레 울릉 혹시 날씨 흐리니,weather
모레 장흥 혹시 우산 가져가야하니,weather
모레 서천 혹시 눈 올까,weather
모레 예천 혹시 덥니,weather
모레 부여 혹시 눈 올까,weather
모레 창녕 혹시 날씨 흐리냐,weather
모레 양평 혹시 더울까,weather
현재 의령 혹시 흐리니,weather
현재 거제 혹시 덥니,weather
현재 포천 설마 춥니,weather
현재 태백 설마 우산 필요할까,weather
현재 광양 설마 우산 써야 할까,weather
현재 옥천 설마 맑니,weather
현재 전주 설마 우산 챙길까,weather
현재 고양 설마 눈 오냐,weather
현재 군산 그럼 우산 챙겨야해,weather
내일 홍성 그럼 덥냐,weather
일요일 안산 그럼 날씨 덥냐,weather
일요일 청주 그럼 눈 오냐,weather
일요일 제천 그럼 날씨 어떠냐,weather
일요일 금산 그럼 우산 챙길까,weather
수요일 청양 그럼 맑냐,weather
수요일 상주 그러면 눈 올까,weather
수요일 의령 그러면 날씨 더울까,weather
수요일 하동 그러면 날씨 추울까,weather
수요일 홍성 그러면 우산 써야 할까,weather
일요일 음 음성 눈 올까,weather
내일 음 영동 날씨 어떠냐,weather
일요일 음 철원 날씨 추울까,weather
내일 음 경주 흐리니,weather
일요일 음 철원 우산 가져갈까,weather
내일 음 양구 흐리니,weather
일요일 음 화천 날씨 맑니,weather
일요일 음 함안 날씨 어떠니,weather
화요일 음 영광 흐리냐,weather
화요일 하 고흥 맑을까,weather
화요일 하 원주 우산 필요할까,weather
화요일 하 서천 맑을까,weather
내일 하 여수 더울까,weather
내일 하 진주 날씨 춥니,weather
내일 하 논산 우산 가져갈까,weather
내일 하 의령 비오니,weather
내일 하 태백 흐리냐,weather
내일 하 신안 덥니,weather
내일 하 봉화 비오니,weather
내일 하 안산 우산 쓸까,weather
화요일 강릉 그럼 비오니,weather
화요일 의정부 그면 우산 써야하니,weather
오늘 목포 그면 비오냐,weather
오늘 화천 ㅋㅋ 덥니,weather
오늘 창녕 ㅋㅋ 흐리니,weather
모레 김천 ㅋㅋ 우산 필요하니,weather
모레 곡성 아니 날씨 춥니,weather
모레 삼척 아니 우산 챙겨야 할까,weather
모레 울릉 혹시 날씨 흐리니,weather
모레 장흥 혹시 우산 가져가야하니,weather
모레 서천 혹시 눈 올까,weather
모레 예천 혹시 덥니,weather
모레 부여 혹시 눈 올까,weather
모레 창녕 혹시 날씨 흐리냐,weather
모레 양평 혹시 더울까,weather
현재 의령 혹시 흐리니,weather
현재 거제 혹시 덥니,weather
현재 포천 설마 춥니,weather
현재 태백 설마 우산 필요할까,weather
현재 광양 설마 우산 써야 할까,weather
현재 옥천 설마 맑니,weather
현재 전주 설마 우산 챙길까,weather
현재 고양 설마 눈 오냐,weather
현재 군산 그럼 우산 챙겨야해,weather
내일 홍성 그럼 덥냐,weather
오늘 안산 그럼 날씨 덥냐,weather
오늘 청주 그럼 눈 오냐,weather
오늘 제천 그럼 날씨 어떠냐,weather
오늘 금산 그럼 우산 챙길까,weather
수요일 청양 그럼 맑냐,weather
수요일 상주 그러면 눈 올까,weather
수요일 의령 그러면 날씨 더울까,weather
수요일 하동 그러면 날씨 추울까,weather
수요일 홍성 그러면 우산 써야 할까,weather
그러면 서울 광진구 추울까,weather
그러면 서울 노원구 날씨 좋니,weather
그러면 서울 구로구 맑을까,weather
그러면 서울 종로구 날씨 어떠냐,weather
그러면 서울 중구 눈 올까,weather
그러면 서울 강북구 우산 가져가야하니,weather
그러면 서울 강동구 눈 오냐,weather
그러면 서울 광진구 날씨 맑냐,weather
이제 서울 구로구 춥니,weather
이제 서울 영등포구 우산 써야 할까,weather
이제 서울 중랑구 날씨 덥냐,weather
이제 서울 서대문구 춥냐,weather
이제 서울 동작구 날씨 덥냐,weather
이제 서울 영등포구 우산 필요하냐,weather
이제 서울 동대문구 눈 올까,weather
아 서울 영등포구 날씨 더울까,weather
아 서울 중구 날씨 맑니,weather
아 서울 구로구 날씨 어때,weather
아 서울 관악구 날씨 맑을까,weather
아 서울 동작구 덥냐,weather
아 서울 용산구 날씨 추울까,weather
참 서울 서대문구 우산 필요하냐,weather
참 서울 강동구 우산 써야 할까,weather
참 서울 송파구 덥니,weather
참 서울 마포구 날씨 춥냐,weather
참 서울 송파구 더울까,weather
참 서울 도봉구 날씨 더울까,weather
헐 서울 송파구 춥니,weather
헐 서울 양천구 우산 챙겨야 할까,weather
헐 서울 성동구 흐리니,weather
헐 서울 노원구 덥냐,weather
헐 서울 서대문구 날씨 어떠냐,weather
헐 서울 종로구 우산 챙겨야 할까,weather
그니까 서울 성북구 비오냐,weather
그니까 서울 도봉구 비 올까,weather
그니까 서울 금천구 날씨 흐리니,weather
그니까 서울 마포구 눈 오니,weather
그니까 서울 서대문구 날씨 더울까,weather
그러게 서울 서대문구 날씨 덥니,weather
그러게 서울 관악구 날씨 어떠니,weather
그러게 서울 마포구 맑을까,weather
그러게 서울 마포구 날씨 어때,weather
그러게 서울 강북구 우산 필요해,weather
그러게 서울 중구 덥니,weather
하여튼 서울 도봉구 날씨 흐리니,weather
하여튼 서울 양천구 날씨 더울까,weather
하여튼 서울 강동구 우산 챙길까,weather
하여튼 서울 강남구 날씨 더울까,weather
하여튼 서울 성동구 우산 챙길까,weather
하여튼 서울 강동구 흐리냐,weather
하여튼 서울 강북구 날씨 춥냐,weather
하지만 서울 은평구 우산 가져갈까,weather
하지만 서울 종로구 맑을까,weather
하지만 서울 은평구 춥니,weather
하지만 서울 도봉구 우산 필요하냐,weather
하지만 서울 노원구 우산 필요해,weather
하지만 서울 중구 날씨 맑을까,weather
진짜 서울 중구 우산 필요할까,weather
진짜 서울 금천구 흐리니,weather
진짜 서울 노원구 눈 오냐,weather
진짜 서울 강북구 비 올까,weather
진짜 서울 관악구 우산 필요할까,weather
진짜 서울 성북구 우산 필요할까,weather
진짜 서울 구로구 눈 오냐,weather
진짜 서울 강남구 우산 챙길까,weather
마지막 서울 강서구 덥니,weather
마지막 서울 강서구 더울까,weather
마지막 서울 서초구 날씨 좋니,weather
마지막 서울 중구 우산 챙겨야 할까,weather
마지막 서울 강서구 날씨 더울까,weather
마지막 서울 마포구 우산 필요할까,weather
보은 비오니,weather
평창 눈 올려나,weather
고성 날씨 더우려나,weather
성남 흐리냐,weather
삼척 눈 올려나,weather
시흥 날씨 흐리냐,weather
예천 눈 오니,weather
논산 날씨 어떠려나,weather
양양 날씨 추우려나,weather
부안 흐리려나,weather
칠곡 날씨 좋으려나,weather
포항 우산 챙겨야 할까,weather
군위 흐리려나,weather
담양 날씨 맑을까,weather
태안 우산 챙겨야 할까,weather
대구 흐리려나,weather
신안 날씨 좋으려나,weather
정선 날씨 맑니,weather
청도 날씨 덥냐,weather
안산 날씨 춥냐,weather
양주 날씨 흐리냐,weather
완주 날씨 맑니,weather
창녕 춥냐,weather
진주 날씨 좋으려나,weather
진주 날씨 추우려나,weather
속초 우산 써야하니,weather
영월 눈 오냐,weather
서산 눈 올려나,weather
순천 날씨 흐릴까,weather
구미 날씨 맑을까,weather
대구 우산 가져갈까,weather
양평 날씨 흐리려나,weather
정선 춥니,weather
안산 맑니,weather
남해 비오냐,weather
밀양 우산 챙겨야 할까,weather
원주 비오니,weather
오산 우산 필요하냐,weather
무안 눈 오냐,weather
영양 우산 써야하니,weather
서산 날씨 맑으려나,weather
경주 날씨 덥냐,weather
양양 더우려나,weather
순창 우산 필요해,weather
수원 날씨 춥냐,weather
정선 우산 가져갈까,weather
논산 맑을까,weather
음성 춥냐,weather
의왕 우산 챙길까,weather
양양 우산 필요해,weather
영광 우산 써야하니,weather
고성 흐리냐,weather
보은 눈 오냐,weather
정선 흐리냐,weather
진안 흐릴까,weather
청송 추우려나,weather
의왕 날씨 춥니,weather
평창 날씨 어떠려나,weather
공주 날씨 더우려나,weather
무안 우산 필요해,weather
무주 눈 올려나,weather
부여 덥냐,weather
담양 추우려나,weather
청주 날씨 춥니,weather
영천 날씨 덥냐,weather
해운대 날씨 어떠려나,weather
의정부 날씨 맑니,weather
남원 날씨 맑을까,weather
안성 날씨 덥냐,weather
순천 맑니,weather
영주 덥냐,weather
무안 날씨 추우려나,weather
신안 우산 필요하려나,weather
김해 맑으려나,weather
용산 날씨 덥냐,weather
단양 날씨 맑을까,weather
함평 맑으려나,weather
양평 날씨 맑니,weather
거창 흐릴까,weather
단양 춥니,weather
보성 우산 써야하니,weather
의성 날씨 더우려나,weather
부안 날씨 흐리려나,weather
함양 눈 오니,weather
영동 날씨 어떠려나,weather
전주 날씨 흐리려나,weather
평택 우산 챙겨야해,weather
파주 흐릴까,weather
영덕 우산 써야 할까,weather
강진 눈 오니,weather
논산 날씨 맑니,weather
이천 우산 써야 할까,weather
군포 우산 필요하려나,weather
단양 날씨 추우려나,weather
서산 비오냐,weather
서천 맑으려나,weather
성주 날씨 맑으려나,weather
순창 날씨 좋으려나,weather
영동 맑으려나,weather
군포 우산 챙겨야해,weather
제천 비오니,weather
여주 더우려나,weather
태안 흐리냐,weather
영주 날씨 추우려나,weather
화순 눈 오니,weather
광주 날씨 어떠려나,weather
오산 날씨 덥냐,weather
정선 추우려나,weather
고령 날씨 어떠니,weather
평창 우산 챙겨야해,weather
제천 우산 가져가야하니,weather
울진 날씨 맑으려나,weather
시흥 날씨 더우려나,weather
보령 우산 챙길까,weather
진안 날씨 흐릴까,weather
강릉 추우려나,weather
산청 우산 챙길까,weather
아산 비 올려나,weather
의령 날씨 좋으려나,weather
울진 우산 쓸까,weather
보은 날씨 춥니,weather
김천 더우려나,weather
광주 우산 필요해,weather
전주 날씨 더우려나,weather
파주 날씨 어떠려나,weather
구리 날씨 더우려나,weather
의왕 흐릴까,weather
남원 눈 오냐,weather
부여 비 올려나,weather
영천 맑을까,weather
장수 우산 챙겨야해,weather
곡성 날씨 어떠려나,weather
영광 날씨 춥니,weather
영덕 날씨 맑을까,weather
경산 우산 필요하려나,weather
화순 맑니,weather
고성 우산 써야하니,weather
정선 눈 오니,weather
김포 눈 오냐,weather
고흥 춥니,weather
신안 우산 필요하려나,weather
목포 날씨 맑으려나,weather
담양 우산 필요하려나,weather
옥천 우산 가져가야하니,weather
포천 비오니,weather
밀양 날씨 더우려나,weather
서천 우산 써야 할까,weather
영양 우산 챙길까,weather
용인 날씨 더우려나,weather
일산 우산 챙겨야 할까,weather
양산 우산 필요하냐,weather
이천 우산 챙겨야해,weather
춘천 우산 필요하냐,weather
제주 우산 챙길까,weather
의성 더우려나,weather
구미 날씨 어떠려나,weather
신안 날씨 흐리려나,weather
속초 비오냐,weather
정읍 덥냐,weather
무주 우산 필요하냐,weather
용산 우산 챙겨야해,weather
삼척 날씨 추우려나,weather
구미 더우려나,weather
성주 춥냐,weather
구리 흐리려나,weather
안양 더우려나,weather
군포 날씨 어떠려나,weather
내일 영천 날씨 춥니,weather
내일 일산 더울까,weather
내일 이천 맑냐,weather
내일 양산 흐릴까,weather
내일 안성 날씨 맑니,weather
내일 정선 덥냐,weather
내일 영동 날씨 맑냐,weather
내일 강진 흐릴까,weather
내일 해운대 더울까,weather
내일 청양 날씨 좋니,weather
모레 신안 날씨 맑냐,weather
모레 영동 흐리냐,weather
모레 광명 날씨 춥니,weather
모레 김제 덥니,weather
모레 경산 비오냐,weather
모레 울릉 날씨 흐릴까,weather
모레 횡성 날씨 맑니,weather
모레 함안 맑을까,weather
오늘 광명 날씨 맑니,weather
오늘 시흥 맑을까,weather
오늘 영월 우산 필요해,weather
오늘 영주 날씨 맑냐,weather
오늘 장성 날씨 춥니,weather
오늘 군산 날씨 덥냐,weather
오늘 충주 날씨 맑냐,weather
오늘 영광 날씨 맑니,weather
오늘 평창 우산 써야 할까,weather
오늘 양주 눈 오니,weather
오늘 봉화 날씨 춥냐,weather
오늘 화천 흐리냐,weather
오늘 강진 흐리냐,weather
오늘 괴산 흐리니,weather
오늘 청도 날씨 춥냐,weather
오늘 영동 눈 오냐,weather
오늘 광양 날씨 덥냐,weather
